TIME(S)",Time_years,cs05rc A99 PRES,cs05rc A99 TEMP,SAT_G",SAT_L
158189628.06,5.0127268252338579,33482208.414000001,179.50734908999999,0,1
158367820.06,5.0183733889776159,33724267.151000001,179.47513240999999,0,1
158724204.06,5.0296665164651309,34210907.902999997,179.41026524,0,1
159080588.06,5.040959643952645,34701574.681000002,179.34473029,0,1
159793356.06,5.0635458989276749,35652945.262999997,179.21728984999999,0,1
160506124.06,5.0861321539027049,36546233.042999998,179.09718677000001,0,1
161218892.06,5.1087184088777349,37352737.193000004,178.98838685000001,0,1
161931660.06,5.1313046638527648,38058727.343999997,178.89286493,0,1
162644428.06,5.1538909188277939,38663159.803999998,178.81087675000001,0,1
164069964.06,5.1990634287778539,39539150.373000003,178.69171660999999,0,1
165495500.06,5.2442359387279138,40173029.351000004,178.60524443,0,1
165677400,5.25,40250516.567000002,178.59465974,0,1
165721948,5.251411640935939,39949780.028999999,178.58567399,0,1
165766496,5.252823281871879,39943618.277000003,178.58600278,0,1
165855592,5.255646563743757,39932029.184,178.57319484000001,0,1
166033784,5.261293127487515,39910512.784000002,178.51450525999999,0,1
166390168,5.27258625497503,39871859.853,178.31645571000001,0,1
166746552,5.283879382462545,39836458.090000004,178.06652955000001,0,1
167459320,5.306465637437574,39774057.145000003,177.47078780999999,0,1
168884856,5.351638147387634,39668273.739,176.22429701999999,0,1
171735928,5.441983167287753,39493531.744999997,174.05738682,0,1
173566800,5.5,39391493.832999997,172.82623054000001,0,1
173566821.75,5.5000006892159101,39642490.202,150.85815248,0,1
173566843.5,5.5000013784318202,39668458.309,139.02720543000001,0,1
173566887.00999999,5.5000027571805203,39689975.079000004,130.22210240999999,0,1
173566974.02000001,5.5000055143610416,39708252.899999999,126.1703206,0,1
173567148.03,5.5000110284052024,39721385.141999997,125.10043444,0,1
173567496.06,5.5000220568104039,39729777.781000003,124.93008460999999,0,1
173568192.12,5.5000441136208078,39735147.696000002,124.89592327,0,1
173568888.19,5.5000661707480925,39737656.978,124.88336939,0,1
173569584.25,5.5000882275584964,39739039.259999998,124.8768833,0,1
173570280.31,5.5001102843689003,39739850.732000001,124.87336089,0,1
173571672.44,5.5001543983065888,39740387.489,124.87063422,0,1
173574456.69,5.5002426258650843,39739752.152000003,124.86931147999999,0,1
173580025.19,5.500419080982077,39735938.288000003,124.86936799,0,1
173591162.19,5.5007719912160624,39724958.585000001,124.87103001,0,1
173613436.19,5.5014778116840315,39699144.222000003,124.87538121999999,0,1
173657984.19,5.5028894526199714,39643612.204000004,124.88486895,0,1
173747080.19,5.5057127344918495,39528878.806000002,124.90450151,0,1
173925272.19,5.5113592982356074,39295495.905000001,124.94443391999999,0,1
174281656.19,5.5226524257231224,38822980.031000003,125.02523832,0,1
174459848.19,5.5282989894668795,38589041.348999999,125.06522090999999,0,1
174816232.19,5.5395921169543945,38116885.446000002,125.14587013000001,0,1
175529000.19,5.5621783719294244,37195726.816,125.30303193,0,1
175885384.19,5.5734714994169394,36749962.987999998,125.37899826,0,1
176598152.19,5.5960577543919685,35929561.719999999,125.51866043,0,1
177310920.19,5.6186440093669985,35204181.553000003,125.64198457000001,0,1
178023688.19,5.6412302643420285,34579820.976000004,125.74801145000001,0,1
178736456.19,5.6638165193170584,34053141.431000002,125.83736172,0,1
180161992.19,5.7089890292671175,33305600.690000001,125.96404042,0,1
181456200,5.75,32816199.831999999,126.04688489,0,1
181500748,5.751411640935939,32423321.043000001,126.04741318000001,0,1
181545296,5.752823281871879,32425796.864999998,126.05723274,0,1
181589844,5.754234922807818,32428290.390999999,126.06609587,0,1
181678940,5.757058204679697,32433015.936000001,126.08566999999999,0,1
181857132,5.762704768423454,32441595.543000001,126.1380121,0,1
182213516,5.773997895910969,32456190.386999998,126.28571371,0,1
182926284,5.796584150885999,32478975.960000001,126.67010701,0,1
184351820,5.8417566608360589,32511179.157000002,127.51014219,0,1
185777356,5.886929170786118,32535643.945999999,128.31042532999999,0,1
188628428,5.977274190686237,32569375.881999999,129.60039269000001,0,1
189345600,6,32577156.112,129.90461071999999,0,1
189345621.75,6.0000006892159101,32893933.794,152.83548195,0,1
189345643.5,6.0000013784318202,32915225.355999999,165.21196345000001,0,1
189345687.00999999,6.0000027571805203,32924918.949999999,174.28354558000001,0,1
189345774.02000001,6.0000055143610416,32928047.866999999,178.33628417,0,1
189345948.03,6.0000110284052024,32926213.864999998,179.36250874999999,0,1
189346296.06,6.0000220568104039,32922438.348000001,179.51852227000001,0,1
189346644.09,6.0000330852156063,32920190.778000001,179.54259052,0,1
189346992.12,6.0000441136208078,32918758.414999999,179.55393165000001,0,1
189347688.19,6.0000661707480925,32917139.195999999,179.56598826999999,0,1
189349080.31,6.0001102843689003,32915817.693,179.57548924,0,1
189351864.56,6.0001985119273966,32915853.048999999,179.58030500999999,0,1
189357433.06,6.0003749670443884,32919293.754000001,179.58152344999999,0,1
189368570.06,6.0007278772783739,32930089.134,179.58055719000001,0,1
189390844.06,6.0014336977463429,32955920.164000001,179.57724768,0,1
189435392.06,6.0028453386822829,33012271.173,179.56979479,0,1
189479940.06,6.0042569796182219,33071049.263,179.56199555000001,0,1
189569036.06,6.0070802614901009,33190911.416999999,179.54607591000001,0,1
189747228.06,6.0127268252338579,33434207.237,179.51373418,0,1
189925420.06,6.0183733889776159,33681249.001999997,179.48086047000001,0,1
190281804.06,6.0296665164651309,34176813.798,179.41481421,0,1
190638188.06,6.040959643952645,34675431.794,179.34822543999999,0,1
190994572.06,6.0522527714401599,35172071.707999997,179.28176639,0,1
191707340.06,6.0748390264151899,36112841.195,179.15550998000001,0,1
192420108.06,6.0974252813902199,36975473.159999996,179.03932391999999,0,1
193132876.06,6.1200115363652499,37739176.512000002,178.93613331,0,1
193845644.06,6.1425977913402798,38397879.667000003,178.84688414999999,0,1
194558412.06,6.1651840463153089,38956153.685000002,178.7710653,0,1
195983948.06,6.2103565562653689,39759683.009999998,178.66165551,0,1
197235000,6.25,40287298.980999999,178.58963424000001,0,1
197257274,6.25070582046797,39989682.965000004,178.57933786000001,0,1
197279548,6.251411640935939,39986414.792999998,178.58213835000001,0,1
197301822,6.252117461403909,39983325.630999997,178.58313959,0,1
197346370,6.253529102339848,39977326.208999999,178.58088896999999,0,1
197435466,6.256352384211727,39965876.329000004,178.56526890000001,0,1
197613658,6.261998947955485,39944549.659999996,178.50347551999999,0,1
197970042,6.273292075442999,39906164.350000001,178.30326604000001,0,1
198326426,6.284585202930514,39870990.211999997,178.05351870000001,0,1
199039194,6.307171457905544,39809032.445,177.46249976999999,0,1
200464730,6.352343967855604,39704330.626999997,176.23041229,0,1
203315802,6.442688987755723,39532560.920999996,174.09201480999999,0,1
205124400,6.5,39433830.598999999,172.89077764999999,0,1
205124421.75,6.5000006892159101,39684804.523000002,150.89022032,0,1
205124443.5,6.5000013784318202,39710774.681000002,139.04168175999999,0,1
205124487.00999999,6.5000027571805203,39732293.920000002,130.22324393,0,1
205124574.02000001,6.5000055143610416,39750574.211000003,126.16516106,0,1
205124748.03,6.5000110284052024,39763708.813000001,125.09355785,0,1
205125096.06,6.5000220568104039,39772103.788000003,124.92292767000001,0,1
205125792.12,6.5000441136208078,39777475.802000001,124.88871315,0,1
205126488.19,6.5000661707480925,39779986.086000003,124.87614146999999,0,1
205127184.25,6.5000882275584964,39781368.704000004,124.86964673999999,0,1
205127880.31,6.5001102843689003,39782180.122000001,124.8661199,0,1
205129272.44,6.5001543983065888,39782716.006999999,124.86339009,0,1
205132056.69,6.5002426258650843,39782077.721000001,124.86206614,0,1
205137625.19,6.500419080982077,39778256.336000003,124.86212328000001,0,1
205148762.19,6.5007719912160624,39767259.931999996,124.86378802,0,1
205171036.19,6.5014778116840315,39741411.398999996,124.86814529999999,0,1
205215584.19,6.5028894526199714,39685813.158,124.877645,0,1
205304680.19,6.5057127344918495,39570957.219999999,124.89729987,0,1
205482872.19,6.5113592982356074,39337360.989,124.93727153,0,1
205839256.19,6.5226524257231224,38864520.607000001,125.01813697,0,1
206017448.19,6.5282989894668795,38630444.270000003,125.05814581999999,0,1
206373832.19,6.5395921169543945,38158099.574000001,125.13883282,0,1
207086600.19,6.5621783719294244,37236851.761,125.29602063999999,0,1
207442984.19,6.5734714994169394,36791107.788999997,125.37198884,0,1
208155752.19,6.5960577543919685,35970942.310999997,125.51162063,0,1
208868520.19,6.6186440093669985,35245936.473999999,125.63488988,0,1
209581288.19,6.6412302643420285,34622035.956,125.74084628999999,0,1
210294056.19,6.6638165193170584,34095855.336000003,125.83011849,0,1
211719592.19,6.7089890292671175,33349220.636,125.95665318,0,1
213013800,6.75,32860448.32,126.03939764,0,1
213058348,6.751411640935939,32467677.734000001,126.03995046,0,1
213102896,6.752823281871879,32470272.118000001,126.0498183,0,1
213147444,6.754234922807818,32472884.100000001,126.05874957,0,1
213236540,6.757058204679697,32477844.493000001,126.07853344999999,0,1
213414732,6.762704768423454,32486885.557999998,126.13154107,0,1
213771116,6.773997895910969,32502371.530999999,126.28128982,0,1
214483884,6.796584150885999,32526822.607000001,126.67148872,0,1
215909420,6.8417566608360589,32561965.541000001,127.52605978,0,1
218760492,6.9321016807361779,32607954.454999998,129.00207649999999,0,1
220903200,7,32634749.166000001,129.93843271,0,1
220903243.5,7.0000013784318202,32964155.447999999,161.28429649,0,1
220903287.00999999,7.0000027571805203,32980600.741,172.84095697000001,0,1
220903374.02000001,7.0000055143610416,32985140.403999999,178.00915996000001,0,1
220903548.03,7.0000110284052024,32983678.754000001,179.31500181999999,0,1
220903896.06,7.0000220568104039,32979977.541000001,179.50826151999999,0,1
220904244.09,7.0000330852156063,32977736.188999999,179.53480132999999,0,1
220904592.12,7.0000441136208078,32976303.732999999,179.54630111,0,1
220905288.19,7.0000661707480925,32974684.296999998,179.55836135999999,0,1
220906680.31,7.0001102843689003,32973361.649,179.56785646,0,1
220909464.56,7.0001985119273966,32973391.026000001,179.57266960999999,0,1
220915033.06,7.0003749670443884,32976821.493000001,179.57388804999999,0,1
220926170.06,7.0007278772783739,32987591.802000001,179.57292439,0,1
220948444.06,7.0014336977463429,33013367.916999999,179.56962125000001,0,1
220992992.06,7.0028453386822829,33069603.956,179.56218181,0,1
221037540.06,7.0042569796182219,33128263.576000001,179.55439643,0,1
221126636.06,7.0070802614901009,33247887.204,179.53850469,0,1
221304828.06,7.0127268252338579,33490702.109999999,179.50621928999999,0,1
221483020.06,7.0183733889776159,33737253.504000001,179.47340319,0,1
221661212.06,7.0240199527213729,33985735.314999998,179.44029613000001,0,1
222017596.06,7.0353130802088879,34482321.445,179.37403075,0,1
222373980.06,7.0466062076964029,34979683.436999999,179.30752713999999,0,1
222730364.06,7.0578993351839179,35472735.586999997,179.24146748000001,0,1
223086748.06,7.0691924626714329,35956043.754000001,179.17658617999999,0,1
223799516.06,7.0917787176464628,36842365.696000002,179.05727776000001,0,1
224512284.06,7.1143649726214919,37630658.038999997,178.95081497999999,0,1
225225052.06,7.1369512275965219,38312138.75,178.85851427,0,1
225937820.06,7.1595374825715519,38890155.259000003,178.78003699000001,0,1
226650588.06,7.1821237375465818,39374956.148999996,178.71408206999999,0,1
228076124.06,7.2272962474966409,40069427.167000003,178.61939172000001,0,1
228792600,7.25,40362204.747000001,178.57939787000001,0,1
228814874,7.25070582046797,40064584.195,178.56911357000001,0,1
228837148,7.251411640935939,40061324.776000001,178.57193398000001,0,1
228859422,7.252117461403909,40058243.074000001,178.57297116999999,0,1
228903970,7.253529102339848,40052255.722000003,178.57084624999999,0,1
228993066,7.256352384211727,40040822.111000001,178.55566267,0,1
229171258,7.261998947955485,40019509.420000002,178.49530720999999,0,1
229527642,7.273292075442999,39981118.656000003,178.29930098,0,1
229884026,7.284585202930514,39945925.865999997,178.05447959,0,1
230596794,7.307171457905544,39883945.061999999,177.47400469999999,0,1
232022330,7.352343967855604,39779391.273999996,176.26098868,0,1
234873402,7.442688987755723,39608677.659000002,174.15133306999999,0,1
236682000,7.5,39510873.093999997,172.96548540000001,0,1
236682021.75,7.5000006892159101,39761817.465999998,150.92581536,0,1
236682043.5,7.5000013784318202,39787789.037,139.05579302999999,0,1
236682087.00999999,7.5000027571805203,39809309.505999997,130.22077024000001,0,1
236682174.02000001,7.5000055143610416,39827589.781999998,126.15468525999999,0,1
236682348.03,7.5000110284052024,39840724.013999999,125.0808559,0,1
236682696.06,7.5000220568104039,39849117.935999997,124.90985783000001,0,1
236683392.12,7.5000441136208078,39854485.401000001,124.87557574,0,1
236684088.19,7.5000661707480925,39856989.733000003,124.86298232,0,1
236684784.25,7.5000882275584964,39858365.545999996,124.85647747,0,1
236685480.31,7.5001102843689003,39859169.675999999,124.85294592,0,1
236686872.44,7.5001543983065888,39859689.993000001,124.85021426,0,1
236689656.69,7.5002426258650843,39859019.056999996,124.84889348999999,0,1
236695225.19,7.500419080982077,39855130.116999999,124.84896125,0,1
236706362.19,7.5007719912160624,39843996.206,124.85064939,0,1
236728636.19,7.5014778116840315,39817871.920000002,124.85505431,0,1
236773184.19,7.5028894526199714,39761728.409000002,124.86464850999999,0,1
236862280.19,7.5057127344918495,39645811.865999997,124.88448735999999,0,1
237040472.19,7.5113592982356074,39410203.122000001,124.92480827999999,0,1
237396856.19,7.5226524257231224,38933720.057999998,125.00630621000001,0,1
237575048.19,7.5282989894668795,38697918.527000003,125.04661449,0,1
237931432.19,7.5395921169543945,38222460.623000003,125.12784216,0,1
238644200.19,7.5621783719294244,37296163.351000004,125.28590785999999,0,1
239000584.19,7.5734714994169394,36848187.450999998,125.36226392,0,1
239713352.19,7.5960577543919685,36024496.527999997,125.50250904000001,0,1
240426120.19,7.6186440093669985,35296775.844999999,125.62625092,0,1
241138888.19,7.6412302643420285,34670822.864,125.73256501,0,1
242564424.19,7.6864027742920884,33767463.585000001,125.88579249,0,1
243989960.19,7.7315752842421475,33131609.068999998,125.99350157000001,0,1
244571400,7.75,32911197.317000002,126.03080970000001,0,1
244593674,7.75070582046797,32517191.329,126.02602641,0,1
244615948,7.751411640935939,32518455.208000001,126.03213298,0,1
244638222,7.752117461403909,32519871.624000002,126.03708731,0,1
244682770,7.753529102339848,32522626.022999998,126.04582625,0,1
244771866,7.756352384211727,32527862.063999999,126.06497475,0,1
244950058,7.761998947955485,32537423.188000001,126.11694988000001,0,1
245306442,7.773292075442999,32553857.098999999,126.26633253999999,0,1
246019210,7.795878330418029,32579966.436000001,126.66015063,0,1
247444746,7.841050840368089,32617867.901999999,127.52867962000001,0,1
250295818,7.931395860268208,32668120.079999998,129.03657115999999,0,1
252460800,8,32697869.708000001,130.00431563000001,0,1
252460821.75,8.0000006892159092,33014521.291999999,152.87970311999999,0,1
252460843.5,8.0000013784318202,33035809.638999999,165.22704637000001,0,1
252460887.00999999,8.0000027571805212,33045504.741,174.27832504,0,1
252460974.02000001,8.0000055143610425,33048634.605,178.32263259999999,0,1
252461148.03,8.0000110284052024,33046802.497000001,179.34691106,0,1
252461496.06,8.0000220568104048,33043031.145,179.50265135000001,0,1
252461844.09,8.0000330852156054,33040786.114,179.52667307999999,0,1
252462192.12,8.0000441136208078,33039355.096999999,179.53798931,0,1
252462888.19,8.0000661707480916,33037736.043000001,179.5500184,0,1
252464280.31,8.0001102843688994,33036409.717,179.55949784000001,0,1
252467064.56,8.0001985119273957,33036429.802000001,179.56430402000001,0,1
252472633.06,8.0003749670443884,33039832.818,179.56552317000001,0,1
252483770.06,8.0007278772783739,33050543.572000001,179.56456628000001,0,1
252506044.06,8.0014336977463429,33076195.809,179.56127849999999,0,1
252528318.06,8.0021395182143138,33103806.693999998,179.55763497000001,0,1
252572866.06,8.0035511591502519,33161303.620999999,179.55000594000001,0,1
252617414.06,8.0049628000861919,33220396.679000001,179.54215690999999,0,1
252706510.06,8.00778608195807,33340169.791000001,179.52623829000001,0,1
252884702.06,8.0134326457018279,33582557.354999997,179.49399714,0,1
253062894.06,8.0190792094455858,33828388.398999996,179.46126448999999,0,1
253419278.06,8.0303723369330999,34321382.615999997,179.39552140999999,0,1
253775662.06,8.0416654644206158,34817243.512000002,179.32926216999999,0,1
254132046.06,8.0529585919081299,35310942.443000004,179.26315915000001,0,1
254488430.06,8.064251719395644,35797290.037,179.19791176000001,0,1
255201198.06,8.086837974370674,36697877.700999998,179.07675592000001,0,1
255913966.06,8.1094242293457039,37505801.004000001,178.96769939999999,0,1
256270350.06,8.1207173568332198,37885332.327,178.91635006000001,0,1
256983118.06,8.1433036118082498,38534184.026000001,178.82838778000001,0,1
257695886.06,8.1658898667832798,39081995.464000002,178.75395258,0,1
259121422.06,8.2110623767333379,39867416.380999997,178.64696121,0,1
260350200,8.25,40375298.163999997,178.57760830999999,0,1
260372474,8.2507058204679691,40077671.174999997,178.56732541,0,1
260394748,8.2514116409359399,40074422.623000003,178.57015103000001,0,1
260417022,8.252117461403909,40071351.487999998,178.57119341999999,0,1
260461570,8.2535291023398489,40065384.493000001,178.56908104999999,0,1
260550666,8.256352384211727,40053990.379000001,178.55393411,0,1
260728858,8.261998947955485,40032756.848999999,178.49370693,0,1
261085242,8.273292075442999,39994531.903999999,178.29821182000001,0,1
261441626,8.2845852029305149,39959512.824000001,178.05416263999999,0,1
262154394,8.3071714579055449,39897911.376999997,177.47614497000001,0,1
263579930,8.3523439678556031,39794244.880000003,176.27013692,0,1
266431002,8.442688987755723,39625744.589000002,174.17604295000001,0,1
268239600,8.5,39529488.273999996,172.99976674999999,0,1
268239621.75,8.5000006892159092,39780432.141000003,150.94296363999999,0,1
268239643.5,8.5000013784318202,39806406.659000002,139.06374829000001,0,1
268239687.00999999,8.5000027571805212,39827930.445,130.22183627000001,0,1
268239774.02000001,8.5000055143610425,39846214.081,126.15254121,0,1
268239948.03,8.5000110284052024,39859351.434,125.07784959,0,1
268240296.06,8.5000220568104048,39867748.395999998,124.90671193,0,1
268240992.12,8.5000441136208078,39873119.663999997,124.87240285999999,0,1
268241688.19,8.5000661707480916,39875627.071000002,124.85980019,0,1
268242384.25,8.5000882275584964,39877005.634000003,124.85329068,0,1
268243080.31,8.5001102843688994,39877812.343999997,124.84975654,0,1
268244472.44,8.5001543983065879,39878337.616999999,124.84702247,0,1
268247256.69,8.5002426258650843,39877676.244000003,124.84569925,0,1
268252825.19,8.500419080982077,39873806.038000003,124.84576348,0,1
268263962.19,8.5007719912160624,39862709.178000003,124.8474452,0,1
268286236.19,8.5014778116840315,39836658.799000002,124.85183755,0,1
268330784.19,8.5028894526199714,39780662.939999998,124.86140675999999,0,1
268419880.19,8.5057127344918495,39665040.689000003,124.88119584,0,1
268598072.19,8.5113592982356074,39430013.989,124.92141843,0,1
268954456.19,8.5226524257231215,38954658.895999998,125.00272615,0,1
269132648.19,8.5282989894668795,38719406.413999997,125.04294197999999,0,1
269489032.19,8.5395921169543936,38245004.957999997,125.12399212,0,1
270201800.19,8.5621783719294235,37320631.783,125.28173567,0,1
270558184.19,8.5734714994169394,36873557.090000004,125.35794131,0,1
271270952.19,8.5960577543919694,36051483.677000001,125.49791723,0,1
272696488.19,8.6412302643420293,34783786.513999999,125.7133874,0,1
274122024.19,8.6864027742920875,33863582.531999998,125.86950034,0,1
275547560.19,8.7315752842421475,33211030.151000001,125.98005483999999,0,1
276129000,8.75,32984299.975000001,126.0184376,0,1
276173548,8.7514116409359399,32591721.769000001,126.01906289999999,0,1
276218096,8.7528232818718781,32594504.32,126.02907891,0,1
276262644,8.754234922807818,32597303.285999998,126.03822586,0,1
276351740,8.7570582046796961,32602630.592999998,126.05869228,0,1
276529932,8.762704768423454,32612381.145,126.11387439000001,0,1
276886316,8.7739978959109699,32629208.886999998,126.27005542000001,0,1
277599084,8.7965841508859981,32656117.313000001,126.67679033,0,1
279024620,8.841756660836058,32695539.653999999,127.56686430000001,0,1
281875692,8.9321016807361779,32748386.129000001,129.1066735,0,1
284018400,9,32779596.351,130.08615015999999,0,1
284018443.5,9.0000013784318202,33108845.598000001,161.32423609,0,1
284018487.00999999,9.0000027571805212,33125288.816,172.84249657999999,0,1
284018574.01999998,9.0000055143610407,33129824.609000001,177.99448487000001,0,1
284018748.02999997,9.0000110284052006,33128357.894000001,179.29652521,0,1
284019096.06,9.0000220568104048,33124655.076000001,179.48926294,0,1
284019444.08999997,9.0000330852156054,33122412.951000001,179.51572780000001,0,1
284019792.12,9.0000441136208078,33120979.114,179.52719116,0,1
284020488.19,9.0000661707480916,33119354.813000001,179.53921119,0,1
284021880.31,9.0001102843688994,33118016.875,179.54867471,0,1
284024664.56,9.0001985119273957,33118010.458000001,179.55347458,0,1
284030233.06,9.0003749670443884,33121354.432999998,179.55469782,0,1
284041370.06,9.0007278772783739,33131940.931000002,179.5537559,0,1
284063644.06,9.0014336977463429,33157338.451000001,179.55050052000001,0,1
284085918.06,9.0021395182143138,33184691.842,179.54688991,0,1
284130466.06,9.0035511591502519,33241674.855,179.53932659,0,1
284175014.06,9.0049628000861919,33300255.037999999,179.53154309999999,0,1
284264110.06,9.00778608195807,33419018.451000001,179.51575348,0,1
284353206.06,9.0106093638299498,33539585.837000001,179.49971525999999,0,1
284531398.06,9.016255927573706,33781900.223999999,179.46745686,0,1
284709590.06,9.0219024913174639,34026773.012999997,179.43482495000001,0,1
284887782.06,9.0275490550612218,34273179.142999999,179.40195543999999,0,1
285244166.06,9.0388421825487359,34765270.850000001,179.33621321999999,0,1
285600550.06,9.0501353100362518,35257184.443000004,179.27036336,0,1
285956934.06,9.0614284375237659,35743615.092,179.20511891999999,0,1
286669702.06,9.0840146924987959,36649748.387000002,179.08324167999999,0,1
287026086.06,9.09530781998631,37085136.995999999,179.02452536999999,0,1
287738854.06,9.11789407496134,37850701.623999998,178.92103863,0,1
289164390.06,9.1630665849113999,38984633.715999998,178.76719320000001,0,1
290589926.06,9.2082390948614599,39807064.765000001,178.65519370000001,0,1
291907800,9.25,40367600.167999998,178.57866053000001,0,1
291930074,9.2507058204679691,40069968.519000001,178.56837515000001,0,1
291952348,9.2514116409359399,40066733.082000002,178.57119990000001,0,1
291974622,9.252117461403909,40063675.041000001,178.57223511999999,0,1
292019170,9.2535291023398489,40057733.965000004,178.57008961,0,1
292108266,9.256352384211727,40046392.126000002,178.55481705,0,1
292286458,9.261998947955485,40025267.894000001,178.49418374000001,0,1
292642842,9.273292075442999,39987277.758000001,178.29768190999999,0,1
292999226,9.2845852029305149,39952504.204000004,178.05268459000001,0,1
293711994,9.3071714579055449,39891418.419,177.47371278,0,1
295137530,9.3523439678556031,39788851.556999996,176.26938440000001,0,1
297988602,9.442688987755723,39622790.115999997,174.18441407,0,1
299797200,9.5,39528162.002999999,173.01465031999999,0,1
299797221.75,9.5000006892159092,39779118.616999999,150.95078126999999,0,1
299797243.5,9.5000013784318202,39805096.505000003,139.06793590999999,0,1
299797287.00999999,9.5000027571805212,39826624.331,130.22347525999999,0,1
299797374.01999998,9.5000055143610407,39844912.434,126.15308491,0,1
299797548.02999997,9.5000110284052006,39858053.873000003,125.07812499000001,0,1
299797896.06,9.5000220568104048,39866454.979999997,124.90694636000001,0,1
299798592.12,9.5000441136208078,39871832.517999999,124.87262816,0,1
299799288.19,9.5000661707480916,39874345.788000003,124.86002187,0,1
299799984.25,9.5000882275584964,39875730.120999999,124.85351024000001,0,1
299800680.31,9.5001102843688994,39876542.567000002,124.8499746,0,1
299802072.44,9.5001543983065879,39877079.443000004,124.84723821,0,1
299804856.69,9.5002426258650843,39876441.428000003,124.84591085,0,1
299810425.19,9.500419080982077,39872618.277999997,124.84596696,0,1
299821562.19,9.5007719912160624,39861615.968999997,124.84763246,0,1
299843836.19,9.5014778116840315,39835754.869999997,124.85199239000001,0,1
299888384.19,9.5028894526199714,39780135.457000002,124.86149712,0,1
299977480.19,9.5057127344918495,39665255.310000002,124.88115916,0,1
300155672.19,9.5113592982356074,39431669.697999999,124.92113516000001,0,1
300512056.19,9.5226524257231215,38959025.881999999,125.00197953,0,1
300690248.19,9.5282989894668795,38725077.523000002,125.04197274000001,0,1
301046632.19,9.5395921169543936,38253117.693999998,125.12260664999999,0,1
301759400.19,9.5621783719294235,37332979.838,125.27963011999999,0,1
302115784.19,9.5734714994169394,36887842.358000003,125.35550725,0,1
302828552.19,9.5960577543919694,36069078.524999999,125.4949234,0,1
304254088.19,9.6412302643420293,34806208.802000001,125.70958041,0,1
305679624.19,9.6864027742920875,33889446.428000003,125.86511597000001,0,1
307105160.19,9.7315752842421475,33239328.636,125.97526322,0,1
307686600,9.75,33013441.938000001,126.01350512,0,1
307722939.99000001,9.7511515447942809,32620402.399,126.01226306,0,1
307759279.98000002,9.7523030895885618,32622719.962000001,126.02082016999999,0,1
307795619.95999998,9.753454634065962,32625095.607000001,126.02827997999999,0,1
307868299.94,9.7557577236545239,32629658.208000001,126.04386289999999,0,1
308013659.88999999,9.7603639025147668,32638135.866999999,126.08427974,0,1
308304379.80000001,9.7695762605521335,32653095.706,126.19961083,0,1
308885819.61000001,9.788000976309986,32677718.662,126.51242678,0,1
310048699.24000001,9.8248504081425718,32715053.598000001,127.24096335,0,1
311211578.86000001,9.8616998396582769,32745018.477000002,127.97084537000001,0,1
313537338.11000001,9.935398703006566,32789047.454999998,129.23305948000001,0,1
315576000,10,32820160.498,130.17036895000001,0,1
